연번,호선,역번호,역명,광고시설물명,광고시설물 수량,광고대행사,데이터기준일자
4139,6,2646,태릉입구(6),역구내행선안내게시기,0,,2024-11-28
4140,6,2646,태릉입구(6),제2기 교통카드 RF단말기 광고,8,서울신교통카드,2024-11-28
4141,6,2647,화랑대,역구내조명광고,1,뽀로로파크,2024-11-28
4142,6,2647,화랑대,역구내포스터,17,뽀로로파크,2024-11-28
4143,6,2647,화랑대,멀티비젼,0,나스미디어,2024-11-28
4144,6,2647,화랑대,디지털포스터,0,브랜드발전소,2024-11-28
4145,6,2647,화랑대,기둥조명,0,전홍,2024-11-28
4146,6,2647,화랑대,승강장안전문 조명(민자제외),0,,2024-11-28
4147,6,2647,화랑대,승강장매립형,6,탑애드,2024-11-28
4148,6,2647,화랑대,공간활용 프로모션,0,전홍,2024-11-28
4149,6,2647,화랑대,승강장음성광고,0,브랜드발전소,2024-11-28
4150,6,2647,화랑대,디지털종합안내도_디지털,0,,2024-11-28
4151,6,2647,화랑대,디지털종합안내도_인쇄식,0,,2024-11-28
4152,6,2647,화랑대,디지털종합안내도_조명,0,,2024-11-28
4153,6,2647,화랑대,스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
4154,6,2647,화랑대,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4155,6,2647,화랑대,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4156,6,2647,화랑대,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4157,6,2647,화랑대,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4158,6,2647,화랑대,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4159,6,2647,화랑대,역구내행선안내게시기,0,,2024-11-28
4160,6,2647,화랑대,제2기 교통카드 RF단말기 광고,17,서울신교통카드,2024-11-28
4161,6,2648,봉화산,역구내조명광고,0,뽀로로파크,2024-11-28
4162,6,2648,봉화산,역구내포스터,19,뽀로로파크,2024-11-28
4163,6,2648,봉화산,멀티비젼,0,나스미디어,2024-11-28
4164,6,2648,봉화산,디지털포스터,0,브랜드발전소,2024-11-28
4165,6,2648,봉화산,기둥조명,0,전홍,2024-11-28
4166,6,2648,봉화산,승강장안전문 조명(민자제외),0,,2024-11-28
4167,6,2648,봉화산,승강장매립형,0,탑애드,2024-11-28
4168,6,2648,봉화산,공간활용 프로모션,0,전홍,2024-11-28
4169,6,2648,봉화산,승강장음성광고,0,브랜드발전소,2024-11-28
4170,6,2648,봉화산,디지털종합안내도_디지털,0,,2024-11-28
4171,6,2648,봉화산,디지털종합안내도_인쇄식,0,,2024-11-28
4172,6,2648,봉화산,디지털종합안내도_조명,0,,2024-11-28
4173,6,2648,봉화산,스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
4174,6,2648,봉화산,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4175,6,2648,봉화산,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4176,6,2648,봉화산,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4177,6,2648,봉화산,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4178,6,2648,봉화산,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4179,6,2648,봉화산,역구내행선안내게시기,0,,2024-11-28
4180,6,2648,봉화산,제2기 교통카드 RF단말기 광고,22,서울신교통카드,2024-11-28
4181,7,2711,장암,역구내조명광고,0,브랜드발전소,2024-11-28
4182,7,2711,장암,역구내포스터,0,브랜드발전소,2024-11-28
4183,7,2711,장암,멀티비젼,0,나스미디어,2024-11-28
4184,7,2711,장암,디지털포스터,0,브랜드발전소,2024-11-28
4185,7,2711,장암,기둥조명,0,전홍,2024-11-28
4186,7,2711,장암,승강장안전문 조명(민자제외),0,,2024-11-28
4187,7,2711,장암,승강장매립형,0,탑애드,2024-11-28
4188,7,2711,장암,공간활용 프로모션,0,전홍,2024-11-28
4189,7,2711,장암,승강장음성광고,33,브랜드발전소,2024-11-28
4190,7,2711,장암,디지털종합안내도_디지털,0,,2024-11-28
4191,7,2711,장암,디지털종합안내도_인쇄식,0,,2024-11-28
4192,7,2711,장암,디지털종합안내도_조명,0,,2024-11-28
4193,7,2711,장암,스마트 정보 안내시스템,1,세종미디어그룹,2024-11-28
4194,7,2711,장암,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4195,7,2711,장암,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4196,7,2711,장암,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4197,7,2711,장암,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4198,7,2711,장암,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4199,7,2711,장암,역구내행선안내게시기,0,,2024-11-28
4200,7,2711,장암,제2기 교통카드 RF단말기 광고,12,서울신교통카드,2024-11-28
4201,7,2712,도봉산(7),역구내조명광고,1,브랜드발전소,2024-11-28
4202,7,2712,도봉산(7),역구내포스터,2,브랜드발전소,2024-11-28
4203,7,2712,도봉산(7),멀티비젼,0,나스미디어,2024-11-28
4204,7,2712,도봉산(7),디지털포스터,0,브랜드발전소,2024-11-28
4205,7,2712,도봉산(7),기둥조명,0,전홍,2024-11-28
4206,7,2712,도봉산(7),승강장안전문 조명(민자제외),0,,2024-11-28
4207,7,2712,도봉산(7),승강장매립형,0,탑애드,2024-11-28
4208,7,2712,도봉산(7),공간활용 프로모션,0,전홍,2024-11-28
4209,7,2712,도봉산(7),승강장음성광고,0,브랜드발전소,2024-11-28
4210,7,2712,도봉산(7),디지털종합안내도_디지털,0,,2024-11-28
4211,7,2712,도봉산(7),디지털종합안내도_인쇄식,0,,2024-11-28
4212,7,2712,도봉산(7),디지털종합안내도_조명,0,,2024-11-28
4213,7,2712,도봉산(7),스마트 정보 안내시스템,1,세종미디어그룹,2024-11-28
4214,7,2712,도봉산(7),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4215,7,2712,도봉산(7),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4216,7,2712,도봉산(7),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4217,7,2712,도봉산(7),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4218,7,2712,도봉산(7),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4219,7,2712,도봉산(7),역구내행선안내게시기,0,,2024-11-28
4220,7,2712,도봉산(7),제2기 교통카드 RF단말기 광고,35,서울신교통카드,2024-11-28
4221,7,2713,수락산,역구내조명광고,4,브랜드발전소,2024-11-28
4222,7,2713,수락산,역구내포스터,9,브랜드발전소,2024-11-28
4223,7,2713,수락산,멀티비젼,0,나스미디어,2024-11-28
4224,7,2713,수락산,디지털포스터,0,브랜드발전소,2024-11-28
4225,7,2713,수락산,기둥조명,0,전홍,2024-11-28
4226,7,2713,수락산,승강장안전문 조명(민자제외),0,,2024-11-28
4227,7,2713,수락산,승강장매립형,0,탑애드,2024-11-28
4228,7,2713,수락산,공간활용 프로모션,0,전홍,2024-11-28
4229,7,2713,수락산,승강장음성광고,0,브랜드발전소,2024-11-28
4230,7,2713,수락산,디지털종합안내도_디지털,0,,2024-11-28
4231,7,2713,수락산,디지털종합안내도_인쇄식,0,,2024-11-28
4232,7,2713,수락산,디지털종합안내도_조명,0,,2024-11-28
4233,7,2713,수락산,스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
4234,7,2713,수락산,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4235,7,2713,수락산,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4236,7,2713,수락산,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4237,7,2713,수락산,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4238,7,2713,수락산,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4239,7,2713,수락산,역구내행선안내게시기,0,,2024-11-28
4240,7,2713,수락산,제2기 교통카드 RF단말기 광고,31,서울신교통카드,2024-11-28
4241,7,2714,마들,역구내조명광고,3,브랜드발전소,2024-11-28
4242,7,2714,마들,역구내포스터,12,브랜드발전소,2024-11-28
4243,7,2714,마들,멀티비젼,0,나스미디어,2024-11-28
4244,7,2714,마들,디지털포스터,0,브랜드발전소,2024-11-28
4245,7,2714,마들,기둥조명,0,전홍,2024-11-28
4246,7,2714,마들,승강장안전문 조명(민자제외),0,,2024-11-28
4247,7,2714,마들,승강장매립형,0,탑애드,2024-11-28
4248,7,2714,마들,공간활용 프로모션,0,전홍,2024-11-28
4249,7,2714,마들,승강장음성광고,0,브랜드발전소,2024-11-28
4250,7,2714,마들,디지털종합안내도_디지털,0,,2024-11-28
4251,7,2714,마들,디지털종합안내도_인쇄식,0,,2024-11-28
4252,7,2714,마들,디지털종합안내도_조명,0,,2024-11-28
4253,7,2714,마들,스마트 정보 안내시스템,5,세종미디어그룹,2024-11-28
4254,7,2714,마들,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4255,7,2714,마들,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4256,7,2714,마들,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4257,7,2714,마들,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4258,7,2714,마들,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4259,7,2714,마들,역구내행선안내게시기,0,,2024-11-28
4260,7,2714,마들,제2기 교통카드 RF단말기 광고,27,서울신교통카드,2024-11-28
4261,7,2715,노원(7),역구내조명광고,12,브랜드발전소,2024-11-28
4262,7,2715,노원(7),역구내포스터,29,브랜드발전소,2024-11-28
4263,7,2715,노원(7),멀티비젼,1,나스미디어,2024-11-28
4264,7,2715,노원(7),디지털포스터,8,브랜드발전소,2024-11-28
4265,7,2715,노원(7),기둥조명,1,전홍,2024-11-28
4266,7,2715,노원(7),승강장안전문 조명(민자제외),0,,2024-11-28
4267,7,2715,노원(7),승강장매립형,0,탑애드,2024-11-28
4268,7,2715,노원(7),공간활용 프로모션,0,전홍,2024-11-28
4269,7,2715,노원(7),승강장음성광고,0,브랜드발전소,2024-11-28
4270,7,2715,노원(7),디지털종합안내도_디지털,0,,2024-11-28
4271,7,2715,노원(7),디지털종합안내도_인쇄식,0,,2024-11-28
4272,7,2715,노원(7),디지털종합안내도_조명,0,,2024-11-28
4273,7,2715,노원(7),스마트 정보 안내시스템,5,세종미디어그룹,2024-11-28
4274,7,2715,노원(7),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4275,7,2715,노원(7),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4276,7,2715,노원(7),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4277,7,2715,노원(7),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4278,7,2715,노원(7),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4279,7,2715,노원(7),역구내행선안내게시기,0,,2024-11-28
4280,7,2715,노원(7),제2기 교통카드 RF단말기 광고,34,서울신교통카드,2024-11-28
4281,7,2716,중계,역구내조명광고,1,브랜드발전소,2024-11-28
4282,7,2716,중계,역구내포스터,11,브랜드발전소,2024-11-28
4283,7,2716,중계,멀티비젼,0,나스미디어,2024-11-28
4284,7,2716,중계,디지털포스터,0,브랜드발전소,2024-11-28
4285,7,2716,중계,기둥조명,0,전홍,2024-11-28
4286,7,2716,중계,승강장안전문 조명(민자제외),0,,2024-11-28
4287,7,2716,중계,승강장매립형,0,탑애드,2024-11-28
4288,7,2716,중계,공간활용 프로모션,0,전홍,2024-11-28
4289,7,2716,중계,승강장음성광고,0,브랜드발전소,2024-11-28
4290,7,2716,중계,디지털종합안내도_디지털,0,,2024-11-28
4291,7,2716,중계,디지털종합안내도_인쇄식,0,,2024-11-28
4292,7,2716,중계,디지털종합안내도_조명,0,,2024-11-28
4293,7,2716,중계,스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
4294,7,2716,중계,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4295,7,2716,중계,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4296,7,2716,중계,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4297,7,2716,중계,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4298,7,2716,중계,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4299,7,2716,중계,역구내행선안내게시기,0,,2024-11-28
4300,7,2716,중계,제2기 교통카드 RF단말기 광고,25,서울신교통카드,2024-11-28
4301,7,2717,하계,역구내조명광고,2,브랜드발전소,2024-11-28
4302,7,2717,하계,역구내포스터,17,브랜드발전소,2024-11-28
4303,7,2717,하계,멀티비젼,0,나스미디어,2024-11-28
4304,7,2717,하계,디지털포스터,0,브랜드발전소,2024-11-28
4305,7,2717,하계,기둥조명,0,전홍,2024-11-28
4306,7,2717,하계,승강장안전문 조명(민자제외),0,,2024-11-28
4307,7,2717,하계,승강장매립형,0,탑애드,2024-11-28
4308,7,2717,하계,공간활용 프로모션,0,전홍,2024-11-28
4309,7,2717,하계,승강장음성광고,0,브랜드발전소,2024-11-28
4310,7,2717,하계,디지털종합안내도_디지털,0,,2024-11-28
4311,7,2717,하계,디지털종합안내도_인쇄식,0,,2024-11-28
4312,7,2717,하계,디지털종합안내도_조명,0,,2024-11-28
4313,7,2717,하계,스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
4314,7,2717,하계,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4315,7,2717,하계,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4316,7,2717,하계,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4317,7,2717,하계,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4318,7,2717,하계,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4319,7,2717,하계,역구내행선안내게시기,0,,2024-11-28
4320,7,2717,하계,제2기 교통카드 RF단말기 광고,33,서울신교통카드,2024-11-28
4321,7,2718,공릉,역구내조명광고,2,브랜드발전소,2024-11-28
4322,7,2718,공릉,역구내포스터,10,브랜드발전소,2024-11-28
4323,7,2718,공릉,멀티비젼,0,나스미디어,2024-11-28
4324,7,2718,공릉,디지털포스터,0,브랜드발전소,2024-11-28
4325,7,2718,공릉,기둥조명,0,전홍,2024-11-28
4326,7,2718,공릉,승강장안전문 조명(민자제외),0,,2024-11-28
4327,7,2718,공릉,승강장매립형,6,탑애드,2024-11-28
4328,7,2718,공릉,공간활용 프로모션,0,전홍,2024-11-28
4329,7,2718,공릉,승강장음성광고,0,브랜드발전소,2024-11-28
4330,7,2718,공릉,디지털종합안내도_디지털,0,,2024-11-28
4331,7,2718,공릉,디지털종합안내도_인쇄식,0,,2024-11-28
4332,7,2718,공릉,디지털종합안내도_조명,0,,2024-11-28
4333,7,2718,공릉,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
4334,7,2718,공릉,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4335,7,2718,공릉,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4336,7,2718,공릉,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4337,7,2718,공릉,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4338,7,2718,공릉,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4339,7,2718,공릉,역구내행선안내게시기,0,,2024-11-28
4340,7,2718,공릉,제2기 교통카드 RF단말기 광고,18,서울신교통카드,2024-11-28
4341,7,2719,태릉입구(7),역구내조명광고,2,브랜드발전소,2024-11-28
4342,7,2719,태릉입구(7),역구내포스터,8,브랜드발전소,2024-11-28
4343,7,2719,태릉입구(7),멀티비젼,0,나스미디어,2024-11-28
4344,7,2719,태릉입구(7),디지털포스터,0,브랜드발전소,2024-11-28
4345,7,2719,태릉입구(7),기둥조명,0,전홍,2024-11-28
4346,7,2719,태릉입구(7),승강장안전문 조명(민자제외),0,,2024-11-28
4347,7,2719,태릉입구(7),승강장매립형,5,탑애드,2024-11-28
4348,7,2719,태릉입구(7),공간활용 프로모션,0,전홍,2024-11-28
4349,7,2719,태릉입구(7),승강장음성광고,0,브랜드발전소,2024-11-28
4350,7,2719,태릉입구(7),디지털종합안내도_디지털,0,,2024-11-28
4351,7,2719,태릉입구(7),디지털종합안내도_인쇄식,0,,2024-11-28
4352,7,2719,태릉입구(7),디지털종합안내도_조명,0,,2024-11-28
4353,7,2719,태릉입구(7),스마트 정보 안내시스템,5,세종미디어그룹,2024-11-28
4354,7,2719,태릉입구(7),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4355,7,2719,태릉입구(7),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4356,7,2719,태릉입구(7),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4357,7,2719,태릉입구(7),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4358,7,2719,태릉입구(7),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
