연번,호선,역번호,역명,광고시설물명,광고시설물 수량,광고대행사,데이터기준일자
2699,5,2525,영등포시장,역구내행선안내게시기,0,,2024-11-28
2700,5,2525,영등포시장,제2기 교통카드 RF단말기 광고,18,서울신교통카드,2024-11-28
2701,5,2526,신길(5),역구내조명광고,5,브랜드발전소,2024-11-28
2702,5,2526,신길(5),역구내포스터,0,브랜드발전소,2024-11-28
2703,5,2526,신길(5),멀티비젼,0,나스미디어,2024-11-28
2704,5,2526,신길(5),디지털포스터,0,브랜드발전소,2024-11-28
2705,5,2526,신길(5),기둥조명,0,전홍,2024-11-28
2706,5,2526,신길(5),승강장안전문 조명(민자제외),0,,2024-11-28
2707,5,2526,신길(5),승강장매립형,3,탑애드,2024-11-28
2708,5,2526,신길(5),공간활용 프로모션,0,전홍,2024-11-28
2709,5,2526,신길(5),승강장음성광고,0,브랜드발전소,2024-11-28
2710,5,2526,신길(5),디지털종합안내도_디지털,0,,2024-11-28
2711,5,2526,신길(5),디지털종합안내도_인쇄식,0,,2024-11-28
2712,5,2526,신길(5),디지털종합안내도_조명,0,,2024-11-28
2713,5,2526,신길(5),스마트 정보 안내시스템,1,세종미디어그룹,2024-11-28
2714,5,2526,신길(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2715,5,2526,신길(5),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2716,5,2526,신길(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2717,5,2526,신길(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2718,5,2526,신길(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2719,5,2526,신길(5),역구내행선안내게시기,0,,2024-11-28
2720,5,2526,신길(5),제2기 교통카드 RF단말기 광고,14,서울신교통카드,2024-11-28
2721,5,2527,여의도,역구내조명광고,13,브랜드발전소,2024-11-28
2722,5,2527,여의도,역구내포스터,7,브랜드발전소,2024-11-28
2723,5,2527,여의도,멀티비젼,1,나스미디어,2024-11-28
2724,5,2527,여의도,디지털포스터,10,브랜드발전소,2024-11-28
2725,5,2527,여의도,기둥조명,5,전홍,2024-11-28
2726,5,2527,여의도,승강장안전문 조명(민자제외),0,,2024-11-28
2727,5,2527,여의도,승강장매립형,8,탑애드,2024-11-28
2728,5,2527,여의도,공간활용 프로모션,0,전홍,2024-11-28
2729,5,2527,여의도,승강장음성광고,0,브랜드발전소,2024-11-28
2730,5,2527,여의도,디지털종합안내도_디지털,0,,2024-11-28
2731,5,2527,여의도,디지털종합안내도_인쇄식,0,,2024-11-28
2732,5,2527,여의도,디지털종합안내도_조명,0,,2024-11-28
2733,5,2527,여의도,스마트 정보 안내시스템,0,세종미디어그룹,2024-11-28
2734,5,2527,여의도,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2735,5,2527,여의도,지하철 출입구 상단벽면,1,씨제이씨지브이,2024-11-28
2736,5,2527,여의도,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2737,5,2527,여의도,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2738,5,2527,여의도,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2739,5,2527,여의도,역구내행선안내게시기,0,,2024-11-28
2740,5,2527,여의도,제2기 교통카드 RF단말기 광고,50,서울신교통카드,2024-11-28
2741,5,2528,여의나루,역구내조명광고,5,브랜드발전소,2024-11-28
2742,5,2528,여의나루,역구내포스터,2,브랜드발전소,2024-11-28
2743,5,2528,여의나루,멀티비젼,0,나스미디어,2024-11-28
2744,5,2528,여의나루,디지털포스터,0,브랜드발전소,2024-11-28
2745,5,2528,여의나루,기둥조명,0,전홍,2024-11-28
2746,5,2528,여의나루,승강장안전문 조명(민자제외),0,,2024-11-28
2747,5,2528,여의나루,승강장매립형,0,탑애드,2024-11-28
2748,5,2528,여의나루,공간활용 프로모션,0,전홍,2024-11-28
2749,5,2528,여의나루,승강장음성광고,0,브랜드발전소,2024-11-28
2750,5,2528,여의나루,디지털종합안내도_디지털,0,,2024-11-28
2751,5,2528,여의나루,디지털종합안내도_인쇄식,0,,2024-11-28
2752,5,2528,여의나루,디지털종합안내도_조명,0,,2024-11-28
2753,5,2528,여의나루,스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
2754,5,2528,여의나루,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2755,5,2528,여의나루,지하철 출입구 상단벽면,1,씨제이씨지브이,2024-11-28
2756,5,2528,여의나루,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2757,5,2528,여의나루,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2758,5,2528,여의나루,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2759,5,2528,여의나루,역구내행선안내게시기,0,,2024-11-28
2760,5,2528,여의나루,제2기 교통카드 RF단말기 광고,31,서울신교통카드,2024-11-28
2761,5,2529,마포,역구내조명광고,11,브랜드발전소,2024-11-28
2762,5,2529,마포,역구내포스터,20,브랜드발전소,2024-11-28
2763,5,2529,마포,멀티비젼,1,나스미디어,2024-11-28
2764,5,2529,마포,디지털포스터,0,브랜드발전소,2024-11-28
2765,5,2529,마포,기둥조명,0,전홍,2024-11-28
2766,5,2529,마포,승강장안전문 조명(민자제외),0,,2024-11-28
2767,5,2529,마포,승강장매립형,0,탑애드,2024-11-28
2768,5,2529,마포,공간활용 프로모션,0,전홍,2024-11-28
2769,5,2529,마포,승강장음성광고,0,브랜드발전소,2024-11-28
2770,5,2529,마포,디지털종합안내도_디지털,0,,2024-11-28
2771,5,2529,마포,디지털종합안내도_인쇄식,0,,2024-11-28
2772,5,2529,마포,디지털종합안내도_조명,0,,2024-11-28
2773,5,2529,마포,스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
2774,5,2529,마포,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2775,5,2529,마포,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2776,5,2529,마포,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2777,5,2529,마포,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2778,5,2529,마포,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2779,5,2529,마포,역구내행선안내게시기,0,,2024-11-28
2780,5,2529,마포,제2기 교통카드 RF단말기 광고,20,서울신교통카드,2024-11-28
2781,5,2530,공덕(5),역구내조명광고,13,브랜드발전소,2024-11-28
2782,5,2530,공덕(5),역구내포스터,28,브랜드발전소,2024-11-28
2783,5,2530,공덕(5),멀티비젼,0,나스미디어,2024-11-28
2784,5,2530,공덕(5),디지털포스터,0,브랜드발전소,2024-11-28
2785,5,2530,공덕(5),기둥조명,1,전홍,2024-11-28
2786,5,2530,공덕(5),승강장안전문 조명(민자제외),0,,2024-11-28
2787,5,2530,공덕(5),승강장매립형,0,탑애드,2024-11-28
2788,5,2530,공덕(5),공간활용 프로모션,0,전홍,2024-11-28
2789,5,2530,공덕(5),승강장음성광고,0,브랜드발전소,2024-11-28
2790,5,2530,공덕(5),디지털종합안내도_디지털,0,,2024-11-28
2791,5,2530,공덕(5),디지털종합안내도_인쇄식,0,,2024-11-28
2792,5,2530,공덕(5),디지털종합안내도_조명,0,,2024-11-28
2793,5,2530,공덕(5),스마트 정보 안내시스템,8,세종미디어그룹,2024-11-28
2794,5,2530,공덕(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2795,5,2530,공덕(5),지하철 출입구 상단벽면,1,씨제이씨지브이,2024-11-28
2796,5,2530,공덕(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2797,5,2530,공덕(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2798,5,2530,공덕(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2799,5,2530,공덕(5),역구내행선안내게시기,0,,2024-11-28
2800,5,2530,공덕(5),제2기 교통카드 RF단말기 광고,30,서울신교통카드,2024-11-28
2801,5,2531,애오개,역구내조명광고,1,브랜드발전소,2024-11-28
2802,5,2531,애오개,역구내포스터,9,브랜드발전소,2024-11-28
2803,5,2531,애오개,멀티비젼,0,나스미디어,2024-11-28
2804,5,2531,애오개,디지털포스터,0,브랜드발전소,2024-11-28
2805,5,2531,애오개,기둥조명,0,전홍,2024-11-28
2806,5,2531,애오개,승강장안전문 조명(민자제외),0,,2024-11-28
2807,5,2531,애오개,승강장매립형,4,탑애드,2024-11-28
2808,5,2531,애오개,공간활용 프로모션,0,전홍,2024-11-28
2809,5,2531,애오개,승강장음성광고,0,브랜드발전소,2024-11-28
2810,5,2531,애오개,디지털종합안내도_디지털,0,,2024-11-28
2811,5,2531,애오개,디지털종합안내도_인쇄식,0,,2024-11-28
2812,5,2531,애오개,디지털종합안내도_조명,0,,2024-11-28
2813,5,2531,애오개,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
2814,5,2531,애오개,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2815,5,2531,애오개,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2816,5,2531,애오개,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2817,5,2531,애오개,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2818,5,2531,애오개,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2819,5,2531,애오개,역구내행선안내게시기,0,,2024-11-28
2820,5,2531,애오개,제2기 교통카드 RF단말기 광고,14,서울신교통카드,2024-11-28
2821,5,2532,충정로(5),역구내조명광고,1,브랜드발전소,2024-11-28
2822,5,2532,충정로(5),역구내포스터,13,브랜드발전소,2024-11-28
2823,5,2532,충정로(5),멀티비젼,0,나스미디어,2024-11-28
2824,5,2532,충정로(5),디지털포스터,0,브랜드발전소,2024-11-28
2825,5,2532,충정로(5),기둥조명,0,전홍,2024-11-28
2826,5,2532,충정로(5),승강장안전문 조명(민자제외),0,,2024-11-28
2827,5,2532,충정로(5),승강장매립형,0,탑애드,2024-11-28
2828,5,2532,충정로(5),공간활용 프로모션,0,전홍,2024-11-28
2829,5,2532,충정로(5),승강장음성광고,0,브랜드발전소,2024-11-28
2830,5,2532,충정로(5),디지털종합안내도_디지털,0,,2024-11-28
2831,5,2532,충정로(5),디지털종합안내도_인쇄식,0,,2024-11-28
2832,5,2532,충정로(5),디지털종합안내도_조명,0,,2024-11-28
2833,5,2532,충정로(5),스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
2834,5,2532,충정로(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2835,5,2532,충정로(5),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2836,5,2532,충정로(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2837,5,2532,충정로(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2838,5,2532,충정로(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2839,5,2532,충정로(5),역구내행선안내게시기,0,,2024-11-28
2840,5,2532,충정로(5),제2기 교통카드 RF단말기 광고,14,서울신교통카드,2024-11-28
2841,5,2533,서대문,역구내조명광고,8,브랜드발전소,2024-11-28
2842,5,2533,서대문,역구내포스터,18,브랜드발전소,2024-11-28
2843,5,2533,서대문,멀티비젼,1,나스미디어,2024-11-28
2844,5,2533,서대문,디지털포스터,0,브랜드발전소,2024-11-28
2845,5,2533,서대문,기둥조명,0,전홍,2024-11-28
2846,5,2533,서대문,승강장안전문 조명(민자제외),0,,2024-11-28
2847,5,2533,서대문,승강장매립형,0,탑애드,2024-11-28
2848,5,2533,서대문,공간활용 프로모션,0,전홍,2024-11-28
2849,5,2533,서대문,승강장음성광고,0,브랜드발전소,2024-11-28
2850,5,2533,서대문,디지털종합안내도_디지털,0,,2024-11-28
2851,5,2533,서대문,디지털종합안내도_인쇄식,0,,2024-11-28
2852,5,2533,서대문,디지털종합안내도_조명,0,,2024-11-28
2853,5,2533,서대문,스마트 정보 안내시스템,6,세종미디어그룹,2024-11-28
2854,5,2533,서대문,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2855,5,2533,서대문,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2856,5,2533,서대문,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2857,5,2533,서대문,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2858,5,2533,서대문,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2859,5,2533,서대문,역구내행선안내게시기,0,,2024-11-28
2860,5,2533,서대문,제2기 교통카드 RF단말기 광고,30,서울신교통카드,2024-11-28
2861,5,2534,광화문,역구내조명광고,20,브랜드발전소,2024-11-28
2862,5,2534,광화문,역구내포스터,25,브랜드발전소,2024-11-28
2863,5,2534,광화문,멀티비젼,1,나스미디어,2024-11-28
2864,5,2534,광화문,디지털포스터,8,브랜드발전소,2024-11-28
2865,5,2534,광화문,기둥조명,4,전홍,2024-11-28
2866,5,2534,광화문,승강장안전문 조명(민자제외),0,,2024-11-28
2867,5,2534,광화문,승강장매립형,0,탑애드,2024-11-28
2868,5,2534,광화문,공간활용 프로모션,0,전홍,2024-11-28
2869,5,2534,광화문,승강장음성광고,0,브랜드발전소,2024-11-28
2870,5,2534,광화문,디지털종합안내도_디지털,0,,2024-11-28
2871,5,2534,광화문,디지털종합안내도_인쇄식,0,,2024-11-28
2872,5,2534,광화문,디지털종합안내도_조명,0,,2024-11-28
2873,5,2534,광화문,스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
2874,5,2534,광화문,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2875,5,2534,광화문,지하철 출입구 상단벽면,2,씨제이씨지브이,2024-11-28
2876,5,2534,광화문,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2877,5,2534,광화문,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2878,5,2534,광화문,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2879,5,2534,광화문,역구내행선안내게시기,0,,2024-11-28
2880,5,2534,광화문,제2기 교통카드 RF단말기 광고,50,서울신교통카드,2024-11-28
2881,5,2535,종로3가(5),역구내조명광고,10,브랜드발전소,2024-11-28
2882,5,2535,종로3가(5),역구내포스터,8,브랜드발전소,2024-11-28
2883,5,2535,종로3가(5),멀티비젼,0,나스미디어,2024-11-28
2884,5,2535,종로3가(5),디지털포스터,9,브랜드발전소,2024-11-28
2885,5,2535,종로3가(5),기둥조명,2,전홍,2024-11-28
2886,5,2535,종로3가(5),승강장안전문 조명(민자제외),0,,2024-11-28
2887,5,2535,종로3가(5),승강장매립형,0,탑애드,2024-11-28
2888,5,2535,종로3가(5),공간활용 프로모션,0,전홍,2024-11-28
2889,5,2535,종로3가(5),승강장음성광고,0,브랜드발전소,2024-11-28
2890,5,2535,종로3가(5),디지털종합안내도_디지털,0,,2024-11-28
2891,5,2535,종로3가(5),디지털종합안내도_인쇄식,0,,2024-11-28
2892,5,2535,종로3가(5),디지털종합안내도_조명,0,,2024-11-28
2893,5,2535,종로3가(5),스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
2894,5,2535,종로3가(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2895,5,2535,종로3가(5),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2896,5,2535,종로3가(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2897,5,2535,종로3가(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2898,5,2535,종로3가(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2899,5,2535,종로3가(5),역구내행선안내게시기,0,,2024-11-28
2900,5,2535,종로3가(5),제2기 교통카드 RF단말기 광고,28,서울신교통카드,2024-11-28
2901,5,2536,을지로4가(5),역구내조명광고,1,브랜드발전소,2024-11-28
2902,5,2536,을지로4가(5),역구내포스터,6,브랜드발전소,2024-11-28
2903,5,2536,을지로4가(5),멀티비젼,0,나스미디어,2024-11-28
2904,5,2536,을지로4가(5),디지털포스터,0,브랜드발전소,2024-11-28
2905,5,2536,을지로4가(5),기둥조명,1,전홍,2024-11-28
2906,5,2536,을지로4가(5),승강장안전문 조명(민자제외),0,,2024-11-28
2907,5,2536,을지로4가(5),승강장매립형,0,탑애드,2024-11-28
2908,5,2536,을지로4가(5),공간활용 프로모션,0,전홍,2024-11-28
2909,5,2536,을지로4가(5),승강장음성광고,0,브랜드발전소,2024-11-28
2910,5,2536,을지로4가(5),디지털종합안내도_디지털,0,,2024-11-28
2911,5,2536,을지로4가(5),디지털종합안내도_인쇄식,0,,2024-11-28
2912,5,2536,을지로4가(5),디지털종합안내도_조명,0,,2024-11-28
2913,5,2536,을지로4가(5),스마트 정보 안내시스템,1,세종미디어그룹,2024-11-28
2914,5,2536,을지로4가(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2915,5,2536,을지로4가(5),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2916,5,2536,을지로4가(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2917,5,2536,을지로4가(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2918,5,2536,을지로4가(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2919,5,2536,을지로4가(5),역구내행선안내게시기,0,,2024-11-28
2920,5,2536,을지로4가(5),제2기 교통카드 RF단말기 광고,14,서울신교통카드,2024-11-28
2921,5,2537,동대문역사문화공원(5),역구내조명광고,0,브랜드발전소,2024-11-28
2922,5,2537,동대문역사문화공원(5),역구내포스터,4,브랜드발전소,2024-11-28
2923,5,2537,동대문역사문화공원(5),멀티비젼,0,나스미디어,2024-11-28
2924,5,2537,동대문역사문화공원(5),디지털포스터,6,브랜드발전소,2024-11-28
2925,5,2537,동대문역사문화공원(5),기둥조명,0,전홍,2024-11-28
2926,5,2537,동대문역사문화공원(5),승강장안전문 조명(민자제외),0,,2024-11-28
2927,5,2537,동대문역사문화공원(5),승강장매립형,0,탑애드,2024-11-28
2928,5,2537,동대문역사문화공원(5),공간활용 프로모션,0,전홍,2024-11-28
2929,5,2537,동대문역사문화공원(5),승강장음성광고,0,브랜드발전소,2024-11-28
2930,5,2537,동대문역사문화공원(5),디지털종합안내도_디지털,0,,2024-11-28
2931,5,2537,동대문역사문화공원(5),디지털종합안내도_인쇄식,0,,2024-11-28
2932,5,2537,동대문역사문화공원(5),디지털종합안내도_조명,0,,2024-11-28
2933,5,2537,동대문역사문화공원(5),스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
2934,5,2537,동대문역사문화공원(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2935,5,2537,동대문역사문화공원(5),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2936,5,2537,동대문역사문화공원(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2937,5,2537,동대문역사문화공원(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2938,5,2537,동대문역사문화공원(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2939,5,2537,동대문역사문화공원(5),역구내행선안내게시기,0,,2024-11-28
2940,5,2537,동대문역사문화공원(5),제2기 교통카드 RF단말기 광고,14,서울신교통카드,2024-11-28
2941,5,2538,청구(5),역구내조명광고,1,브랜드발전소,2024-11-28
2942,5,2538,청구(5),역구내포스터,14,브랜드발전소,2024-11-28
2943,5,2538,청구(5),멀티비젼,0,나스미디어,2024-11-28
2944,5,2538,청구(5),디지털포스터,0,브랜드발전소,2024-11-28
2945,5,2538,청구(5),기둥조명,0,전홍,2024-11-28
2946,5,2538,청구(5),승강장안전문 조명(민자제외),0,,2024-11-28
2947,5,2538,청구(5),승강장매립형,0,탑애드,2024-11-28
2948,5,2538,청구(5),공간활용 프로모션,0,전홍,2024-11-28
2949,5,2538,청구(5),승강장음성광고,0,브랜드발전소,2024-11-28
2950,5,2538,청구(5),디지털종합안내도_디지털,0,,2024-11-28
2951,5,2538,청구(5),디지털종합안내도_인쇄식,0,,2024-11-28
2952,5,2538,청구(5),디지털종합안내도_조명,0,,2024-11-28
2953,5,2538,청구(5),스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
2954,5,2538,청구(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2955,5,2538,청구(5),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2956,5,2538,청구(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2957,5,2538,청구(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2958,5,2538,청구(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2959,5,2538,청구(5),역구내행선안내게시기,0,,2024-11-28
2960,5,2538,청구(5),제2기 교통카드 RF단말기 광고,14,서울신교통카드,2024-11-28
2961,5,2539,신금호,역구내조명광고,0,브랜드발전소,2024-11-28
2962,5,2539,신금호,역구내포스터,7,브랜드발전소,2024-11-28
2963,5,2539,신금호,멀티비젼,0,나스미디어,2024-11-28
2964,5,2539,신금호,디지털포스터,0,브랜드발전소,2024-11-28
2965,5,2539,신금호,기둥조명,0,전홍,2024-11-28
2966,5,2539,신금호,승강장안전문 조명(민자제외),0,,2024-11-28
2967,5,2539,신금호,승강장매립형,0,탑애드,2024-11-28
2968,5,2539,신금호,공간활용 프로모션,0,전홍,2024-11-28
2969,5,2539,신금호,승강장음성광고,0,브랜드발전소,2024-11-28
2970,5,2539,신금호,디지털종합안내도_디지털,0,,2024-11-28
2971,5,2539,신금호,디지털종합안내도_인쇄식,0,,2024-11-28
2972,5,2539,신금호,디지털종합안내도_조명,0,,2024-11-28
2973,5,2539,신금호,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
2974,5,2539,신금호,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2975,5,2539,신금호,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2976,5,2539,신금호,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2977,5,2539,신금호,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2978,5,2539,신금호,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2979,5,2539,신금호,역구내행선안내게시기,0,,2024-11-28
2980,5,2539,신금호,제2기 교통카드 RF단말기 광고,12,서울신교통카드,2024-11-28
2981,5,2540,행당,역구내조명광고,1,브랜드발전소,2024-11-28
2982,5,2540,행당,역구내포스터,14,브랜드발전소,2024-11-28
2983,5,2540,행당,멀티비젼,0,나스미디어,2024-11-28
2984,5,2540,행당,디지털포스터,0,브랜드발전소,2024-11-28
2985,5,2540,행당,기둥조명,0,전홍,2024-11-28
2986,5,2540,행당,승강장안전문 조명(민자제외),0,,2024-11-28
2987,5,2540,행당,승강장매립형,5,탑애드,2024-11-28
2988,5,2540,행당,공간활용 프로모션,0,전홍,2024-11-28
2989,5,2540,행당,승강장음성광고,0,브랜드발전소,2024-11-28
2990,5,2540,행당,디지털종합안내도_디지털,0,,2024-11-28
2991,5,2540,행당,디지털종합안내도_인쇄식,0,,2024-11-28
2992,5,2540,행당,디지털종합안내도_조명,0,,2024-11-28
2993,5,2540,행당,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
2994,5,2540,행당,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
2995,5,2540,행당,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
2996,5,2540,행당,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
2997,5,2540,행당,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
2998,5,2540,행당,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
2999,5,2540,행당,역구내행선안내게시기,0,,2024-11-28
3000,5,2540,행당,제2기 교통카드 RF단말기 광고,14,서울신교통카드,2024-11-28
3001,5,2541,왕십리(5),역구내조명광고,3,브랜드발전소,2024-11-28
3002,5,2541,왕십리(5),역구내포스터,8,브랜드발전소,2024-11-28
3003,5,2541,왕십리(5),멀티비젼,0,나스미디어,2024-11-28
3004,5,2541,왕십리(5),디지털포스터,0,브랜드발전소,2024-11-28
3005,5,2541,왕십리(5),기둥조명,2,전홍,2024-11-28
3006,5,2541,왕십리(5),승강장안전문 조명(민자제외),0,,2024-11-28
3007,5,2541,왕십리(5),승강장매립형,3,탑애드,2024-11-28
3008,5,2541,왕십리(5),공간활용 프로모션,0,전홍,2024-11-28
3009,5,2541,왕십리(5),승강장음성광고,0,브랜드발전소,2024-11-28
3010,5,2541,왕십리(5),디지털종합안내도_디지털,0,,2024-11-28
3011,5,2541,왕십리(5),디지털종합안내도_인쇄식,0,,2024-11-28
3012,5,2541,왕십리(5),디지털종합안내도_조명,0,,2024-11-28
3013,5,2541,왕십리(5),스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3014,5,2541,왕십리(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3015,5,2541,왕십리(5),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3016,5,2541,왕십리(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3017,5,2541,왕십리(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3018,5,2541,왕십리(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3019,5,2541,왕십리(5),역구내행선안내게시기,0,,2024-11-28
3020,5,2541,왕십리(5),제2기 교통카드 RF단말기 광고,13,서울신교통카드,2024-11-28
3021,5,2542,마장,역구내조명광고,0,브랜드발전소,2024-11-28
3022,5,2542,마장,역구내포스터,0,브랜드발전소,2024-11-28
3023,5,2542,마장,멀티비젼,0,나스미디어,2024-11-28
3024,5,2542,마장,디지털포스터,0,브랜드발전소,2024-11-28
3025,5,2542,마장,기둥조명,0,전홍,2024-11-28
3026,5,2542,마장,승강장안전문 조명(민자제외),0,,2024-11-28
3027,5,2542,마장,승강장매립형,4,탑애드,2024-11-28
3028,5,2542,마장,공간활용 프로모션,0,전홍,2024-11-28
3029,5,2542,마장,승강장음성광고,0,브랜드발전소,2024-11-28
3030,5,2542,마장,디지털종합안내도_디지털,0,,2024-11-28
3031,5,2542,마장,디지털종합안내도_인쇄식,0,,2024-11-28
3032,5,2542,마장,디지털종합안내도_조명,0,,2024-11-28
3033,5,2542,마장,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3034,5,2542,마장,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3035,5,2542,마장,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3036,5,2542,마장,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3037,5,2542,마장,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3038,5,2542,마장,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3039,5,2542,마장,역구내행선안내게시기,0,,2024-11-28
3040,5,2542,마장,제2기 교통카드 RF단말기 광고,14,서울신교통카드,2024-11-28
3041,5,2543,답십리,역구내조명광고,2,브랜드발전소,2024-11-28
3042,5,2543,답십리,역구내포스터,12,브랜드발전소,2024-11-28
3043,5,2543,답십리,멀티비젼,0,나스미디어,2024-11-28
3044,5,2543,답십리,디지털포스터,0,브랜드발전소,2024-11-28
3045,5,2543,답십리,기둥조명,0,전홍,2024-11-28
3046,5,2543,답십리,승강장안전문 조명(민자제외),0,,2024-11-28
3047,5,2543,답십리,승강장매립형,0,탑애드,2024-11-28
3048,5,2543,답십리,공간활용 프로모션,0,전홍,2024-11-28
